mg_h_bin_center,slope_mn_fe,intercept_mn_fe,slope_mn_mg,intercept_mn_mg
-0.6,0.5667766208684586,-0.10427552059341125,1.566776620868459,-0.10427552059341119
-0.4,0.45607818525335314,-0.08148970598577288,1.4560781852533533,-0.08148970598577288
-0.2,0.369446801982694,-0.060266659476528726,1.3694468019826944,-0.060266659476528706
0.0,0.41565100840972485,-0.006513577324338635,1.4156510084097247,-0.006513577324338646
0.2,0.6466702980077471,0.07156815509237645,1.646670298007747,0.07156815509237645
