alpha_cc,alpha_Ia,g_cc,g_ratio,reduced_chi2
0.1,0.1,0.3,1.0,0.01970023643065377
0.8,0.9,0.7,1.6,0.019707796486596898
0.3,0.8,0.6,1.6,0.019708274924552925
0.7,0.5,0.4,1.6,0.01971081879903883
0.1,0.9,0.3,1.4,0.019742410130170557
0.6,0.8,0.8,1.2,0.01974345984797588
0.8,0.9,0.6,1.4,0.01977363423210708
0.6,0.9,0.5,2.8,0.019815853408350022
0.2,0.1,0.5,1.2,0.019826290913709375
0.5,0.7,0.8,1.0,0.019844067654097016
0.8,0.6,0.9,1.0,0.01985120325755249
0.3,0.5,0.3,1.6,0.019922350087557394
0.6,0.8,0.5,2.8,0.019923539654927498
0.2,0.7,0.5,2.0,0.019937308643816463
0.6,0.1,0.3,1.6,0.019965508273070056
0.4,0.6,0.4,1.0,0.019983893314393684
0.5,0.2,0.5,2.0,0.019987581563823048
0.7,0.6,0.4,1.8,0.019994055815856546
0.4,0.4,0.7,1.0,0.019998480258639387
0.3,0.8,0.3,2.0,0.020008277351691712
0.3,0.6,0.5,2.2,0.02002858792647429
0.9,0.4,0.5,1.2,0.020032857737402696
0.6,0.4,0.6,1.8,0.02005011641388308
0.1,0.4,0.2,2.6,0.02013337915241425
0.1,0.3,0.5,1.0,0.020147910368395132
0.4,0.3,0.5,2.0,0.02016348456265489
0.6,0.9,0.4,2.2,0.020166439149900586
0.8,0.4,0.4,1.6,0.020178790855126923
0.7,0.9,0.5,1.6,0.02018265775626088
0.1,0.7,0.4,2.8,0.020186865708825587
0.7,0.5,0.6,2.0,0.020187892793465046
0.1,0.8,0.5,1.6,0.020195937614706
0.8,0.5,0.7,1.6,0.020204466490048735
0.5,0.4,0.7,1.2,0.02022318413972435
0.7,0.8,0.9,1.0,0.020229831783914347
0.6,0.6,0.6,2.0,0.02023962662713469
0.8,0.4,0.5,2.6,0.02024155770403326
0.6,0.5,0.3,2.4,0.02024953580186051
0.5,0.2,0.3,1.6,0.020287036650379574
0.9,0.3,0.8,1.2,0.02028829789570802
0.9,0.7,0.5,2.0,0.020299299596548307
0.7,0.7,0.5,1.2,0.020308547561351885
0.4,0.5,0.6,1.6,0.02034512106151303
0.7,0.3,0.6,1.8,0.020362497828530973
0.9,0.9,0.9,1.0,0.02038397552129866
0.7,0.6,0.7,1.6,0.02039547953453616
0.9,0.6,0.5,1.6,0.02041246461453209
0.8,0.4,0.8,1.2,0.020423500127997714
0.6,0.4,0.8,1.0,0.02046757866209407
0.9,0.4,0.9,1.0,0.020494527668725723
0.7,0.3,0.5,2.4,0.020497263821930553
0.3,0.1,0.3,1.2,0.020514273393451816
0.7,0.7,0.5,2.8,0.020517101943476706
0.4,0.7,0.6,1.8,0.02053253440252206
0.4,0.7,0.3,2.2,0.020556455847567535
0.6,0.8,0.5,1.0,0.0205614015614747
0.9,0.4,0.7,1.6,0.020563827821716677
0.8,0.8,0.5,2.6,0.02057093402304905
0.3,0.8,0.7,1.0,0.02062797337628876
0.1,0.6,0.5,1.4,0.02063681230415933
0.7,0.8,0.5,2.8,0.0206499128008037
0.3,0.3,0.5,1.8,0.020657749503175366
0.5,0.6,0.5,2.6,0.02068180674229437
0.2,0.3,0.3,1.2,0.020697024316716824
0.2,0.8,0.3,1.6,0.020703889866917718
0.9,0.9,0.8,1.2,0.02071295464052127
0.8,0.5,0.4,1.8,0.020721839026181493
0.4,0.6,0.3,2.0,0.020731806731313994
0.9,0.7,0.5,2.6,0.0207368958885807
0.7,0.4,0.4,1.4,0.020746804354505426
0.1,0.6,0.3,1.2,0.020770441350610337
0.5,0.8,0.5,2.8,0.020772682850515714
0.7,0.8,0.4,2.4,0.02077355373739681
0.9,0.8,0.7,1.0,0.02079307693564502
0.2,0.5,0.6,1.0,0.020828885464294483
0.6,0.9,0.6,2.2,0.020844409798096524
0.9,0.6,0.4,2.4,0.020851662274863264
0.8,0.9,0.6,2.0,0.020853945437824532
0.8,0.4,0.6,2.0,0.02087169330388294
0.9,0.2,0.5,2.4,0.02089618713309108
0.5,0.7,0.3,2.6,0.02090488207627143
0.4,0.3,0.6,1.4,0.020935053678904924
0.6,0.7,0.5,2.8,0.02094107865688953
0.6,0.2,0.4,1.0,0.0209553331590189
0.6,0.5,0.5,2.6,0.020957543057541467
0.5,0.5,0.6,1.8,0.020991576833035267
0.5,0.9,0.4,1.6,0.02102132467289721
0.9,0.8,0.7,1.6,0.02102756331498576
0.9,0.8,0.6,1.8,0.02103070021115616
0.9,0.3,0.3,2.4,0.02105450713433321
0.8,0.3,0.4,1.4,0.02106122307236348
0.5,0.1,0.2,2.8,0.0210764151575797
0.4,0.8,0.3,2.4,0.021082626311024626
0.8,0.8,0.5,1.8,0.021094991659964875
0.8,0.6,0.5,2.8,0.021139032162281583
0.8,0.1,0.8,1.0,0.0211414591033005
0.7,0.8,0.6,2.2,0.021144107189290814
0.4,0.9,0.4,1.2,0.021174243182481803
0.8,0.1,0.3,1.8,0.021174728050406294
0.7,0.9,0.6,2.2,0.02120652901630951
0.1,0.3,0.2,2.4,0.021218763139556205
0.8,0.7,0.5,2.8,0.0212225056492614
0.5,0.7,0.6,2.0,0.021262946322601072
0.2,0.5,0.5,1.8,0.021263534370994038
0.1,0.2,0.3,1.0,0.02129703572206893
0.7,0.7,0.4,2.0,0.021303092821310796
0.6,0.4,0.4,1.2,0.021307501396310845
0.9,0.8,0.6,1.6,0.021317656845097784
0.3,0.9,0.5,2.6,0.021345638729665245
0.5,0.3,0.5,2.2,0.021351877966613027
0.8,0.2,0.3,2.0,0.02135445473103408
0.7,0.1,0.7,1.2,0.02135463577560203
0.8,0.5,0.9,1.0,0.021385660720503297
0.3,0.7,0.3,1.8,0.02139017395406274
0.6,0.7,0.7,1.6,0.021404276817404026
0.6,0.2,0.6,1.6,0.02142648818036882
0.6,0.7,0.8,1.2,0.021441132149963762
0.7,0.5,0.8,1.2,0.021441525413747196
0.4,0.9,0.5,2.8,0.021455372059368018
0.5,0.6,0.4,1.2,0.021455539244830815
0.9,0.5,0.4,2.0,0.021488522047198182
0.4,0.7,0.5,2.6,0.02149329816760973
0.7,0.7,0.9,1.0,0.02150336713742904
0.9,0.6,0.5,2.8,0.021506041221915725
0.2,0.6,0.3,1.4,0.0215065402684342
0.4,0.9,0.6,2.0,0.021529308970782392
0.2,0.7,0.6,1.2,0.02154436762728636
0.6,0.1,0.5,2.0,0.021551568272141105
0.1,0.4,0.5,1.2,0.021567543147853224
0.7,0.6,0.5,2.8,0.021569733734407383
0.8,0.4,0.5,1.0,0.021634929006538742
0.8,0.7,0.6,2.2,0.02164628702219419
0.7,0.3,0.7,1.4,0.02165360933717926
0.4,0.4,0.5,2.2,0.021681494998708365
0.8,0.7,0.4,2.4,0.021714765965937015
0.2,0.2,0.5,1.4,0.021721328510809143
0.7,0.9,0.5,2.8,0.021740622524867612
0.7,0.2,0.8,1.0,0.02174093028003787
0.4,0.5,0.3,1.8,0.0217605258057949
0.4,0.9,0.7,1.4,0.021764550996714038
0.5,0.6,0.7,1.4,0.02178858216875747
0.4,0.6,0.7,1.2,0.021824296639196973
0.5,0.9,0.7,1.6,0.021833786916063667
0.6,0.2,0.7,1.2,0.02183807313312934
0.6,0.8,0.6,2.2,0.02186341896070926
0.8,0.2,0.6,1.8,0.021881210054533928
0.9,0.9,0.7,1.4,0.021884609151245064
0.7,0.7,0.6,2.2,0.021897125768349318
0.9,0.5,0.5,2.8,0.021906209040308426
0.2,0.8,0.5,2.2,0.021911548699382385
0.5,0.3,0.6,1.6,0.02191884477904095
0.3,0.7,0.5,2.4,0.021918888935648254
0.3,0.5,0.6,1.4,0.021933155595500162
0.5,0.6,0.8,1.0,0.021983979777057273
0.7,0.5,0.3,2.6,0.022000613454683682
0.8,0.9,0.8,1.4,0.022027352037583905
0.8,0.8,0.6,2.2,0.022046222819116276
0.1,0.9,0.5,1.8,0.02206502222601608
0.9,0.8,0.6,2.0,0.022066134427377086
0.8,0.2,0.7,1.4,0.022079224503949623
0.8,0.8,0.8,1.4,0.022080690420627224
0.5,0.4,0.4,1.0,0.022081806011730806
0.9,0.6,0.6,2.2,0.02208506470619233
0.9,0.7,0.6,1.2,0.022111139747523486
0.4,0.1,0.6,1.2,0.022143178598685188
0.7,0.4,0.5,2.6,0.022143279869611215
0.3,0.7,0.6,1.6,0.022145576436444454
0.9,0.9,0.7,1.2,0.02215791375157883
0.6,0.1,0.4,2.8,0.022161093504776293
0.9,0.1,0.4,1.2,0.02216334409192018
0.3,0.3,0.6,1.2,0.02216622081278158
0.6,0.8,0.4,1.8,0.022171780060187798
0.4,0.2,0.3,1.4,0.022185355584945877
0.4,0.9,0.3,2.6,0.022194183987938786
0.6,0.7,0.4,1.6,0.022251177000665052
0.8,0.1,0.5,2.2,0.022272769775878682
0.3,0.4,0.5,2.0,0.022275337905469664
0.8,0.9,0.6,1.2,0.02228524575065749
0.7,0.1,0.4,1.0,0.022297141694510556
0.8,0.6,0.6,2.2,0.02231859384230899
0.9,0.7,0.8,1.4,0.022328724421723917
0.7,0.9,0.8,1.4,0.022344042508097985
0.1,0.7,0.5,1.6,0.022350492139115424
0.9,0.3,0.6,2.0,0.022370239901090834
0.8,0.6,0.4,2.0,0.02238027778089553
0.9,0.3,0.5,2.6,0.02238311645545579
0.3,0.3,0.4,2.8,0.022425558321435845
0.6,0.6,0.3,2.6,0.022462836857536177
0.5,0.8,0.4,1.4,0.02246388942398469
0.3,0.7,0.7,1.0,0.02247947373471053
0.4,0.1,0.2,2.6,0.02250041815930178
0.1,0.7,0.3,1.2,0.022532790433713798
0.6,0.4,0.7,1.4,0.022532980852807298
0.2,0.9,0.6,1.4,0.022568229877440255
0.9,0.7,0.6,2.2,0.022568319023131365
0.8,0.8,0.5,2.8,0.022574350992571053
0.7,0.1,0.6,1.6,0.022579312397165176
0.8,0.5,0.5,2.8,0.02259193901318148
0.3,0.1,0.6,1.0,0.022594557767686638
0.9,0.7,0.5,1.8,0.022629019247631308
0.6,0.2,0.5,2.2,0.022638889427203417
0.9,0.6,0.8,1.4,0.022643959535420533
0.5,0.9,0.6,2.2,0.02264656538140227
0.8,0.3,0.3,2.2,0.022702120036501107
0.8,0.7,0.8,1.4,0.022722648270985364
0.9,0.7,0.5,2.8,0.02275505130593518
0.2,0.3,0.2,2.6,0.02275605898606948
0.7,0.9,0.7,1.8,0.022756654084886568
0.5,0.4,0.5,2.4,0.022768363335828153
0.4,0.7,0.4,1.0,0.022770600814098423
0.7,0.9,0.4,2.8,0.02277593679475781
0.9,0.8,0.8,1.4,0.022788743325800876
0.8,0.9,0.5,2.4,0.022797892027843755
0.8,0.4,0.7,1.6,0.02280613525966954
0.2,0.4,0.2,2.8,0.022807655154357398
0.7,0.5,0.7,1.6,0.02281924067101491
0.5,0.7,0.5,2.8,0.022851412979418513
0.1,0.2,0.5,1.0,0.02285751273129097
0.8,0.9,0.5,2.2,0.022876815240851694
0.9,0.6,0.6,1.0,0.022896201881524206
0.9,0.3,0.9,1.0,0.022900285950685637
0.8,0.8,0.6,1.0,0.02290913810052198
0.3,0.9,0.6,1.8,0.022925275692798425
0.7,0.6,0.5,1.0,0.022934464822303904
0.1,0.2,0.2,2.2,0.022944065304934872
0.9,0.3,0.5,1.0,0.02299884753724896
0.9,0.5,0.6,2.2,0.02300886482020026
0.1,0.3,0.3,1.0,0.023043184722368777
0.3,0.2,0.4,2.6,0.02304885971100234
0.6,0.9,0.4,2.0,0.02304900263319091
0.2,0.6,0.5,2.0,0.023065815657965102
0.6,0.6,0.5,2.8,0.02307786715974433
0.9,0.7,0.4,2.8,0.02308018018216172
0.8,0.8,0.7,1.8,0.023117177771457883
0.5,0.8,0.3,2.8,0.023138551943349458
0.9,0.9,0.7,1.6,0.023208974832870013
0.1,0.5,0.5,1.4,0.023210177954398895
0.8,0.2,0.5,2.4,0.02321237014191736
0.9,0.8,0.6,1.4,0.023214322834751416
0.6,0.9,0.9,1.0,0.0232334677042685
0.4,0.5,0.5,2.4,0.02324158079925182
0.6,0.5,0.6,2.0,0.02325231908542779
0.4,0.2,0.4,2.8,0.02326110653141381
0.7,0.6,0.9,1.0,0.023291745225041835
0.8,0.9,0.6,2.2,0.023300546714385632
0.5,0.1,0.7,1.0,0.023321232301814574
0.8,0.5,0.3,2.8,0.023327677447170833
0.2,0.2,0.2,2.4,0.02333316214024591
0.2,0.9,0.3,1.6,0.02333514457961147
0.1,0.3,0.4,2.2,0.023348537839231333
0.3,0.4,0.3,1.4,0.023356823112237537
0.4,0.3,0.7,1.0,0.02336009085444664
0.1,0.4,0.4,2.4,0.023365881757541555
0.7,0.8,0.8,1.4,0.02337743501402129
0.2,0.4,0.6,1.0,0.023381032338587685
0.1,0.2,0.4,2.0,0.02339924039896142
0.8,0.9,0.7,1.8,0.023430437622943057
0.7,0.8,0.4,2.2,0.023434245862493062
0.5,0.1,0.3,1.4,0.02344723324794972
0.1,0.1,0.4,1.8,0.023468968355135997
0.2,0.4,0.3,1.2,0.02348677834877373
0.1,0.5,0.4,2.6,0.023491705097328133
0.4,0.2,0.2,2.8,0.02349950098022904
0.8,0.7,0.5,1.4,0.023506045072729607
0.7,0.4,0.6,2.0,0.02351994507245221
0.8,0.9,0.5,2.6,0.02352611722685104
0.7,0.8,0.7,1.8,0.02352721292267305
0.5,0.9,0.8,1.2,0.02352793849375197
0.2,0.3,0.5,1.6,0.02353488003295941
0.7,0.3,0.4,1.2,0.02354581502175855
0.4,0.6,0.6,1.8,0.023551011626015115
0.8,0.7,0.7,1.8,0.02355201863932166
0.3,0.2,0.2,2.6,0.023552559748038503
0.6,0.6,0.4,1.4,0.02356234981927445
0.9,0.7,0.7,1.8,0.02358730128697639
0.8,0.3,0.8,1.2,0.023627308860060526
0.4,0.8,0.5,2.8,0.02363346820289821
0.6,0.9,0.5,1.0,0.023658619592255656
0.9,0.8,0.5,2.4,0.023659981014229243
0.3,0.9,0.3,2.0,0.023664542142330172
0.7,0.6,0.6,2.2,0.023664994259854216
0.6,0.7,0.6,2.2,0.02367328604154621
0.3,0.1,0.2,2.4,0.02367526132439425
0.7,0.9,0.5,1.4,0.023677957562117966
0.9,0.3,0.7,1.6,0.02368791931916346
0.6,0.6,0.8,1.2,0.023717449098731105
0.8,0.4,0.9,1.0,0.02373145931562369
0.3,0.6,0.3,1.6,0.02374133420044396
0.1,0.6,0.4,2.8,0.023757427390847012
0.2,0.4,0.4,2.8,0.02377670333906138
0.5,0.8,0.7,1.6,0.023780292467062446
0.6,0.3,0.5,2.4,0.02378227569946949
0.8,0.8,0.4,2.8,0.023785228382426093
0.4,0.8,0.6,2.0,0.023792389663055306
0.5,0.5,0.3,2.0,0.023817378023282515
0.4,0.8,0.7,1.4,0.02382262838166075
0.9,0.9,0.8,1.4,0.02384566365714115
0.9,0.1,0.7,1.4,0.023845775836043345
0.4,0.4,0.3,1.6,0.023848114756945368
0.8,0.2,0.4,1.2,0.023849709155324618
0.6,0.6,0.7,1.6,0.0238527668777405
0.9,0.6,0.7,1.8,0.023853623042220683
0.2,0.6,0.6,1.2,0.023859608071894335
0.3,0.1,0.4,2.4,0.02387995130961581
0.3,0.5,0.5,2.2,0.023880815260730773
0.8,0.9,0.5,2.0,0.023899015524918053
0.1,0.6,0.2,2.8,0.023900194774464218
0.3,0.8,0.5,2.6,0.02390281798368146
0.6,0.3,0.8,1.0,0.02390286419483444
0.9,0.5,0.8,1.4,0.023941009319949687
0.9,0.2,0.8,1.2,0.02397710866122802
0.2,0.9,0.5,2.4,0.023980237026758236
0.5,0.1,0.6,1.4,0.024015241924481116
0.7,0.5,0.5,2.8,0.024060283887628767
0.5,0.6,0.3,2.2,0.0240655483605985
0.5,0.3,0.7,1.2,0.024089701707787008
0.2,0.3,0.4,2.6,0.02410364128023836
0.9,0.8,0.5,2.6,0.02410917689496342
0.8,0.6,0.8,1.4,0.024114123972593392
0.7,0.9,0.4,2.6,0.024120685711000633
0.3,0.3,0.2,2.8,0.024145005198896244
0.9,0.8,0.5,2.2,0.024160820436482378
0.2,0.1,0.3,1.0,0.024162309336358725
0.7,0.3,0.3,2.0,0.024164182424144674
0.5,0.6,0.6,2.0,0.024186418960278323
0.7,0.2,0.3,1.8,0.024192407350255962
0.8,0.8,0.5,1.6,0.024192601528543384
0.9,0.8,0.6,2.2,0.024198043980462103
0.6,0.9,0.7,1.8,0.024218920771959744
0.1,0.8,0.5,1.8,0.024220524211202587
0.2,0.7,0.3,1.4,0.02424519702211963
0.4,0.4,0.6,1.6,0.024247818140827587
0.9,0.4,0.5,2.8,0.02425257915586836
0.1,0.8,0.3,1.2,0.02427670768394133
0.5,0.5,0.5,2.6,0.024301181518399488
0.8,0.5,0.6,2.2,0.024307087747763426
0.9,0.8,0.7,1.8,0.024315332818731012
0.3,0.2,0.3,1.2,0.024323401820668476
0.4,0.1,0.4,2.6,0.02434918634438201
0.8,0.6,0.5,1.2,0.024371876932509414
0.8,0.3,0.5,2.6,0.02438039494811047
0.9,0.6,0.4,2.2,0.02442301480739984
0.1,0.5,0.2,2.6,0.024430110431669698
0.9,0.9,0.7,1.0,0.024432065689431817
0.7,0.4,0.8,1.2,0.024458045420360917
0.3,0.1,0.5,1.6,0.024482387209170266
0.5,0.4,0.3,1.8,0.024514234969702977
0.9,0.4,0.3,2.6,0.024515757749560302
0.6,0.3,0.6,1.8,0.024552036019225825
0.1,0.3,0.5,1.2,0.02455504916451876
0.7,0.8,0.5,1.2,0.02458271302457069
0.2,0.8,0.6,1.4,0.024587089563332238
0.2,0.2,0.4,2.4,0.024594827112651513
0.5,0.8,0.6,2.2,0.02462409013668091
0.8,0.9,0.9,1.2,0.024626519513230232
0.2,0.1,0.2,2.2,0.024629704472896505
0.4,0.9,0.8,1.0,0.024635055906737743
0.4,0.1,0.5,1.8,0.024673477328617358
0.5,0.5,0.8,1.0,0.024674709378731167
0.9,0.8,0.9,1.2,0.024706109951221432
0.3,0.6,0.7,1.0,0.024726266643712552
0.3,0.9,0.7,1.2,0.024798201974666118
0.6,0.8,0.9,1.0,0.02481705997091666
0.9,0.9,0.6,1.8,0.024819197919337888
0.4,0.5,0.7,1.2,0.02482158796812379
0.9,0.1,0.6,1.8,0.02485170630299675
0.1,0.4,0.3,1.0,0.024868258990785503
0.4,0.6,0.5,2.6,0.024891311015341113
0.8,0.3,0.6,2.0,0.02489264847498954
0.2,0.7,0.5,2.2,0.024909789024347956
0.8,0.6,0.7,1.8,0.0249286607122179
0.9,0.7,0.9,1.2,0.02493652107809868
0.8,0.7,0.4,2.2,0.024942613065495577
0.8,0.9,0.5,2.8,0.024949209414802456
0.1,0.6,0.5,1.6,0.02498465315633892
0.5,0.5,0.7,1.4,0.024986695567184688
0.7,0.7,0.8,1.4,0.02500126277900061
0.9,0.9,0.9,1.2,0.02502134202568828
0.7,0.7,0.7,1.8,0.025026128121469492
0.6,0.4,0.3,2.0,0.025041964345170798
0.8,0.4,0.3,2.4,0.025066799461786284
0.6,0.4,0.5,2.6,0.025070249459588714
0.5,0.4,0.6,1.8,0.02507725638170898
0.5,0.7,0.3,2.4,0.025093297025793455
0.9,0.7,0.4,2.6,0.025110721645961807
0.3,0.8,0.3,1.8,0.025142221826081963
0.3,0.6,0.6,1.6,0.02518245462253611
0.2,0.1,0.4,2.2,0.02519390246821258
0.7,0.9,0.6,2.4,0.02521684372966201
0.6,0.9,0.8,1.4,0.025229185430428038
0.7,0.4,0.3,2.2,0.025248753192274508
0.9,0.9,0.6,2.0,0.025254296180244284
0.2,0.4,0.5,1.8,0.02527152186899768
0.6,0.7,0.3,2.8,0.02530448076438649
0.8,0.8,0.9,1.2,0.025316972770679236
0.5,0.7,0.4,1.2,0.025351695020272864
0.9,0.5,0.7,1.8,0.025353379726289496
0.3,0.8,0.6,1.8,0.025367067978020068
0.7,0.6,0.3,2.8,0.02536732413123453
0.9,0.8,0.5,2.8,0.025371987377150435
0.4,0.8,0.3,2.2,0.025381039182842347
0.6,0.3,0.3,1.8,0.025384061460652856
0.1,0.1,0.2,2.0,0.025414697789351157
0.5,0.8,0.8,1.2,0.025458827769209214
0.4,0.8,0.4,1.0,0.02549330707193793
0.1,0.4,0.2,2.4,0.025517492804680162
0.3,0.6,0.5,2.4,0.025517583167301565
0.7,0.1,0.3,1.6,0.02556545880119746
0.8,0.8,0.4,2.6,0.025568046981318957
0.6,0.1,0.2,2.8,0.02558501409112795
0.6,0.9,0.6,2.4,0.025587329412361467
0.7,0.2,0.6,1.8,0.025614171364922743
0.3,0.4,0.6,1.4,0.025618572714836627
0.9,0.4,0.6,2.2,0.025621706044244782
0.7,0.1,0.5,2.2,0.025628181296822497
0.9,0.9,0.6,1.6,0.025641284784009576
0.4,0.7,0.3,2.0,0.025643904635158164
0.7,0.5,0.9,1.0,0.025723357146668246
0.6,0.5,0.3,2.2,0.02573452192439672
0.9,0.1,0.3,1.8,0.025757540717990794
0.7,0.8,0.6,2.4,0.02576426626519845
0.9,0.8,0.5,2.0,0.025777949425610566
0.9,0.6,0.5,1.4,0.025793423540994304
0.7,0.6,0.4,1.6,0.025800603307485896
0.9,0.9,0.7,1.8,0.025825358767122667
0.4,0.9,0.3,2.4,0.02583382332822727
0.4,0.2,0.6,1.4,0.02583510117223523
0.8,0.4,0.5,2.8,0.025868821602294072
0.9,0.6,0.9,1.2,0.025872271119523716
0.8,0.8,0.6,2.4,0.025902347417775494
0.4,0.2,0.5,2.0,0.025919748193886122
0.6,0.8,0.7,1.8,0.025948679385812082
0.7,0.7,0.4,1.8,0.025952910475621666
0.1,0.9,0.3,1.2,0.025979318121954455
0.3,0.9,0.5,2.8,0.02599815201929417
0.5,0.6,0.5,2.8,0.025998856293155157
0.8,0.9,0.5,1.8,0.02603131660863861
0.3,0.2,0.5,1.8,0.026051110528969926
0.5,0.1,0.4,2.8,0.02611630947658367
0.5,0.5,0.4,1.0,0.02613996036825315
0.5,0.9,0.4,1.4,0.02620386708345885
0.1,0.1,0.5,1.0,0.02620408435879795
0.1,0.9,0.5,2.0,0.02621813296578512
0.9,0.2,0.3,2.0,0.026224882507879407
0.6,0.3,0.4,1.0,0.02623383815363126
0.7,0.9,0.4,2.4,0.02623925015377787
0.8,0.7,0.6,2.4,0.026276682584818047
0.7,0.2,0.5,2.4,0.026308554356888662
0.5,0.7,0.7,1.6,0.026331126374475437
0.2,0.5,0.3,1.2,0.026333905960952798
0.1,0.4,0.5,1.4,0.026355596331287024
0.5,0.3,0.3,1.6,0.026380924778184153
0.4,0.7,0.7,1.4,0.0263898875843775
0.7,0.4,0.7,1.6,0.026391602379299096
0.9,0.7,0.6,2.4,0.026442664613214487
0.8,0.5,0.8,1.4,0.026443504237489385
0.9,0.4,0.8,1.4,0.026454494329210786
0.6,0.6,0.6,2.2,0.026455981114300323
0.2,0.3,0.6,1.0,0.026491900962396186
0.4,0.8,0.8,1.0,0.026504758184775795
0.6,0.5,0.4,1.2,0.02650693202318137
0.8,0.9,0.6,2.4,0.026514898007407327
0.3,0.2,0.6,1.2,0.026517607827312772
0.8,0.7,0.9,1.2,0.026556404350310266
0.7,0.2,0.7,1.4,0.026562718850061666
0.6,0.5,0.5,2.8,0.02656952153871669
0.9,0.2,0.9,1.0,0.02660463643093211
0.9,0.7,0.5,1.6,0.026612846884454804
0.7,0.1,0.8,1.0,0.026628338803290953
0.5,0.1,0.5,2.0,0.026635281801182343
0.4,0.7,0.5,2.8,0.026667467971963784
0.2,0.5,0.6,1.2,0.026670336830414542
0.7,0.5,0.6,2.2,0.02667409695178554
0.7,0.9,0.9,1.2,0.026683031818995326
0.6,0.5,0.8,1.2,0.026706839321107064
0.2,0.1,0.5,1.4,0.026707076539413236
0.9,0.5,0.5,1.2,0.026708730269464617
0.1,0.5,0.3,1.0,0.02671894487750975
0.4,0.7,0.6,2.0,0.026730342316160217
0.9,0.9,0.6,2.2,0.026737854880634186
0.9,0.4,0.4,1.6,0.026765885225151043
0.5,0.8,0.3,2.6,0.02677360571187271
0.4,0.6,0.3,1.8,0.026781346084780947
0.8,0.9,0.6,1.0,0.02680713758444562
0.2,0.8,0.5,2.4,0.02681386956741392
0.6,0.7,0.9,1.0,0.02683509941469267
0.1,0.7,0.5,1.8,0.026850324201315768
0.3,0.8,0.7,1.2,0.026850553558936365
0.8,0.3,0.7,1.6,0.026874229268791173
0.6,0.3,0.7,1.4,0.02691850392668689
0.9,0.6,0.6,2.4,0.026939475709060603
0.2,0.8,0.3,1.4,0.026954131484898364
0.2,0.5,0.5,2.0,0.02695972064757034
0.6,0.9,0.4,1.8,0.02699553029403849
0.6,0.2,0.3,1.6,0.02699566501696928
0.7,0.5,0.4,1.4,0.027027392183643282
0.2,0.2,0.3,1.0,0.02703122269015506
0.2,0.7,0.6,1.4,0.027035858466736083
0.4,0.3,0.5,2.2,0.027069397841492312
0.8,0.3,0.9,1.0,0.027086388530475007
0.9,0.8,0.6,1.2,0.027092247398965114
0.4,0.9,0.6,2.2,0.027095630117332906
0.6,0.8,0.8,1.4,0.02710736452056225
0.4,0.1,0.3,1.2,0.02714581639570563
0.7,0.3,0.5,2.6,0.027156408345199508
0.7,0.8,0.4,2.0,0.027174573820695373
0.6,0.8,0.6,2.4,0.027192649857935836
0.6,0.8,0.4,1.6,0.027205454706053917
0.6,0.5,0.7,1.6,0.027208550136083212
0.3,0.7,0.5,2.6,0.02722283804438329
0.9,0.8,0.6,2.4,0.02724623433870255
0.7,0.7,0.6,2.4,0.027249321312731636
0.1,0.3,0.2,2.2,0.027254394329730928
0.7,0.5,0.3,2.4,0.027278689450354693
0.4,0.3,0.3,1.4,0.02728358239217152
0.6,0.6,0.3,2.4,0.02729005795352002
0.6,0.1,0.7,1.2,0.027315291662829564
0.3,0.5,0.3,1.4,0.027318145410146856
0.7,0.6,0.8,1.4,0.027361142414837957
0.5,0.7,0.6,2.2,0.02737914198479853
0.5,0.2,0.6,1.6,0.02738660201029155
0.7,0.7,0.5,1.0,0.02738945715991201
0.8,0.5,0.4,1.6,0.027398699742556504
0.8,0.5,0.5,1.0,0.02741214346752195
0.4,0.5,0.6,1.8,0.027419256621452004
0.7,0.6,0.7,1.8,0.027429606402918784
0.3,0.5,0.7,1.0,0.02744807105088864
0.3,0.3,0.5,2.0,0.027460462765119095
0.8,0.5,0.7,1.8,0.02746822835417718
0.9,0.5,0.4,1.8,0.02747984387572337
0.5,0.2,0.5,2.2,0.027507744594452342
0.6,0.4,0.6,2.0,0.027524731613257185
0.4,0.2,0.7,1.0,0.02755019963171282
0.9,0.2,0.6,2.0,0.027572254277703948
0.3,0.7,0.3,1.6,0.027605199708409703
0.9,0.1,0.5,2.4,0.027647745987956936
0.8,0.9,0.8,1.6,0.027666497843938105
0.9,0.3,0.4,1.4,0.027667856013249496
0.6,0.1,0.6,1.6,0.02769768544213953
0.9,0.5,0.9,1.2,0.027700867355981106
0.5,0.1,0.2,2.6,0.027726283094091534
0.2,0.9,0.6,1.6,0.027770566695645028
0.8,0.6,0.4,1.8,0.027829998482550224
0.8,0.6,0.6,2.4,0.027868046551784684
0.5,0.7,0.8,1.2,0.02787783086410028
0.8,0.4,0.6,2.2,0.027879939900099855
0.8,0.1,0.7,1.4,0.027881536217036252
0.9,0.3,0.3,2.2,0.02798019449952742
0.9,0.9,0.6,1.4,0.027984844671553537
0.9,0.8,0.8,1.6,0.02802160889827602
0.5,0.4,0.8,1.0,0.028037667804040774
0.5,0.9,0.6,2.4,0.02805133665156175
0.8,0.9,0.7,2.0,0.028062031427014113
0.9,0.2,0.5,2.6,0.028071501281289317
0.5,0.5,0.6,2.0,0.028112125693619434
0.4,0.9,0.4,1.0,0.028121744220921476
0.9,0.7,0.6,1.0,0.02813752329771825
0.9,0.7,0.4,2.4,0.02818432939292201
