alpha_cc,alpha_Ia,g_cc,g_ratio,reduced_chi2
0.27999999999999997,0.27999999999999997,0.3,2.48,0.0006412752967769103
0.27999999999999997,0.27999999999999997,0.27999999999999997,2.7,0.0006414196031472493
0.21999999999999997,0.31999999999999995,0.27999999999999997,2.68,0.0006414940282587205
0.36,0.21999999999999997,0.3,2.52,0.0006416186608469565
0.3,0.3,0.3,2.54,0.0006416739903999141
0.21999999999999997,0.3,0.27999999999999997,2.68,0.0006420677302931239
0.36,0.19999999999999998,0.3,2.5,0.0006421809435745481
0.31999999999999995,0.19999999999999998,0.27999999999999997,2.64,0.0006423640351824089
0.27999999999999997,0.31999999999999995,0.3,2.54,0.0006426080661573704
0.19999999999999998,0.39999999999999997,0.27999999999999997,2.8000000000000003,0.0006427742191127104
0.21999999999999997,0.36,0.27999999999999997,2.74,0.0006429695155409173
0.21999999999999997,0.3,0.27999999999999997,2.74,0.0006430500267381958
0.33999999999999997,0.19999999999999998,0.27999999999999997,2.8000000000000003,0.0006431637515990795
0.3,0.3,0.3,2.6,0.0006432633427603169
0.33999999999999997,0.18,0.27999999999999997,2.74,0.0006434032265076944
0.36,0.21999999999999997,0.3,2.54,0.0006434935515947897
0.31999999999999995,0.18,0.27999999999999997,2.68,0.0006435755165216065
0.31999999999999995,0.18,0.27999999999999997,2.64,0.0006437671091708389
0.26,0.33999999999999997,0.27999999999999997,2.8000000000000003,0.000643850055138063
0.19999999999999998,0.33999999999999997,0.27999999999999997,2.74,0.0006439283070042199
0.33999999999999997,0.24,0.27999999999999997,2.7800000000000002,0.000644068560390622
0.31999999999999995,0.21999999999999997,0.3,2.46,0.0006445434127711444
0.27999999999999997,0.26,0.27999999999999997,2.66,0.0006451148398196565
0.26,0.27999999999999997,0.27999999999999997,2.66,0.000645316112118911
0.26,0.31999999999999995,0.27999999999999997,2.74,0.0006454959881141248
0.3,0.27999999999999997,0.3,2.58,0.0006457138520781392
0.24,0.27999999999999997,0.27999999999999997,2.7800000000000002,0.000645957549859581
0.27999999999999997,0.27999999999999997,0.3,2.52,0.0006464237361320107
0.27999999999999997,0.21999999999999997,0.27999999999999997,2.72,0.000646583944701143
0.31999999999999995,0.27999999999999997,0.3,2.54,0.0006467923723819371
0.31999999999999995,0.26,0.3,2.58,0.0006468920652050362
0.36,0.15999999999999998,0.27999999999999997,2.68,0.0006469369718730677
0.19999999999999998,0.33999999999999997,0.27999999999999997,2.7600000000000002,0.0006470760815446888
0.31999999999999995,0.24,0.3,2.54,0.0006473482610285796
0.31999999999999995,0.27999999999999997,0.3,2.6,0.0006473830867827226
0.19999999999999998,0.33999999999999997,0.27999999999999997,2.72,0.0006474348420139821
0.21999999999999997,0.33999999999999997,0.27999999999999997,2.7,0.0006475893790215896
0.27999999999999997,0.31999999999999995,0.3,2.6,0.0006476192301754543
0.31999999999999995,0.21999999999999997,0.3,2.44,0.0006476418609274106
0.33999999999999997,0.19999999999999998,0.3,2.46,0.0006480420839350434
0.26,0.31999999999999995,0.3,2.52,0.0006480909920592538
0.33999999999999997,0.26,0.3,2.56,0.0006481625719386114
0.26,0.33999999999999997,0.3,2.56,0.0006485058534112819
0.19999999999999998,0.36,0.27999999999999997,2.72,0.0006485087813270249
0.36,0.19999999999999998,0.3,2.46,0.0006485766769698816
0.3,0.26,0.3,2.54,0.0006487028400987908
0.36,0.21999999999999997,0.3,2.5,0.000648745954601015
0.33999999999999997,0.26,0.3,2.58,0.0006489328750336991
0.3,0.24,0.27999999999999997,2.66,0.0006491264237384472
0.24,0.26,0.27999999999999997,2.68,0.000649184696197924
0.27999999999999997,0.21999999999999997,0.27999999999999997,2.62,0.0006492104796928606
0.3,0.26,0.27999999999999997,2.7,0.0006492536837887274
0.3,0.19999999999999998,0.27999999999999997,2.62,0.0006493122570254443
0.36,0.15999999999999998,0.27999999999999997,2.7,0.0006493256268881661
0.33999999999999997,0.19999999999999998,0.3,2.44,0.0006496183729385579
0.3,0.24,0.3,2.46,0.0006497765618320583
0.26,0.31999999999999995,0.3,2.54,0.0006498852837426048
0.3,0.27999999999999997,0.3,2.48,0.0006500581272599596
0.36,0.21999999999999997,0.27999999999999997,2.8000000000000003,0.0006503742490019275
0.24,0.26,0.27999999999999997,2.66,0.0006503995422060775
0.31999999999999995,0.21999999999999997,0.3,2.48,0.0006504478327190897
0.26,0.24,0.27999999999999997,2.72,0.0006505000164305843
0.31999999999999995,0.26,0.27999999999999997,2.7600000000000002,0.0006509114017284502
0.36,0.18,0.27999999999999997,2.68,0.0006510507839082646
0.27999999999999997,0.27999999999999997,0.3,2.46,0.0006511643578713605
0.31999999999999995,0.26,0.3,2.48,0.0006514657850251782
0.24,0.3,0.27999999999999997,2.66,0.0006520183368562359
0.26,0.33999999999999997,0.3,2.58,0.0006521049141690542
0.26,0.33999999999999997,0.3,2.54,0.0006524809827964656
0.38,0.18,0.27999999999999997,2.7600000000000002,0.0006526315249344428
0.24,0.27999999999999997,0.27999999999999997,2.64,0.0006527361020467448
0.36,0.19999999999999998,0.3,2.52,0.0006528108769087294
0.33999999999999997,0.18,0.27999999999999997,2.64,0.0006529677422138735
0.36,0.15999999999999998,0.27999999999999997,2.66,0.0006531702764095926
0.3,0.24,0.3,2.44,0.0006534364668863915
0.26,0.31999999999999995,0.3,2.5,0.0006541336073236949
0.36,0.21999999999999997,0.3,2.56,0.000654234850525078
0.36,0.19999999999999998,0.27999999999999997,2.72,0.000654355386404776
0.21999999999999997,0.38,0.27999999999999997,2.7800000000000002,0.0006543991386112689
